project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,pci5,pci6,status
Shearwater and Elgin Area Gas Pipeline,,gas_pipeline,,Shell [100.00%],United Kingdom,operating,1999,,,,line,nan,nan,"57.031255,1.954736:57.031364,1.954508:57.030934,1.952141:57.030428,1.952445:57.030383,1.952283:57.027454,1.936637:57.026635,1.931074:57.025327,1.926603:57.024813,1.924162:57.02393,1.91739:57.021967,1.909177:57.020995,1.901299:57.019175,1.893966:57.018045,1.885768:57.016258,1.879308:57.015455,1.872091:57.013386,1.863909:57.012557,1.85834:57.009961,1.844257:57.010415,1.843559:57.009797,1.84204:57.002351,1.853015:57.000714,1.855907:56.999454,1.857568:56.996695,1.860708:56.994419,1.865082:56.990844,1.869672:56.987965,1.874799:56.984415,1.879202:56.981641,1.884149:56.98057,1.885598:56.978076,1.888428:56.975032,1.894023:56.973726,1.895721:56.971803,1.897671:56.969248,1.901557:56.968289,1.902709:56.966784,1.903948:56.96386,1.9056:56.961426,1.907857:56.959985,1.908782:56.958466,1.909272:56.955629,1.90949:56.953614,1.910405:56.951746,1.91097:56.950153,1.910959:56.944941,1.909384:56.940365,1.909252:56.939023,1.908907:56.935474,1.907465:56.93413,1.907293:56.930743,1.907293:56.929221,1.906933:56.926711,1.905832:56.925343,1.905507:56.920781,1.905401:56.919006,1.904856:56.917353,1.904103:56.915614,1.903666:56.912275,1.903724:56.910458,1.903541:56.909256,1.90316:56.90603,1.901608:56.904441,1.901086:56.902666,1.900943:56.89992,1.901266:56.897934,1.901078:56.897117,1.900814:56.894331,1.8994:56.891773,1.898623:56.890047,1.898527:56.886557,1.898794:56.885387,1.898621:56.883647,1.897917:56.881472,1.896763:56.879786,1.896217:56.878319,1.896047:56.875223,1.896394:56.873554,1.896367:56.872452,1.896032:56.868856,1.894292:56.867439,1.893816:56.865937,1.893632:56.862532,1.893975:56.861006,1.893788:56.859343,1.893261:56.855791,1.891596:56.854443,1.891201:56.849084,1.89132:56.847167,1.890829:56.84267,1.889004:56.840448,1.888822:56.837141,1.888985:56.835046,1.888517:56.833727,1.887921:56.829795,1.885647:56.826225,1.884572:56.824712,1.883893:56.822036,1.882002:56.819747,1.880724:56.81799,1.88012:56.81411,1.879242:56.812902,1.878774:56.807394,1.875078:56.805629,1.874099:56.800242,1.872709:56.798273,1.871875:56.792289,1.867896:56.790598,1.867251:56.786983,1.866326:56.784871,1.865514:56.783568,1.864803:56.779817,1.862171:56.778492,1.861427:56.776863,1.860765:56.773026,1.859855:56.771431,1.859295:56.769736,1.858421:56.766003,1.85581:56.764565,1.854983:56.762443,1.854167:56.757684,1.852818:56.756032,1.851956:56.752089,1.849288:56.750694,1.848527:56.748179,1.847555:56.746001,1.847126:56.74352,1.84628:56.741954,1.845418:56.738549,1.843046:56.736528,1.841883:56.732824,1.840629:56.730144,1.839458:56.686388,1.819164:56.676534,1.814456:56.658243,1.807105:56.614567,1.791817:56.555292,1.771478:56.5513,1.769985:56.498236,1.751655:56.490205,1.74904:56.405701,1.719907:56.35663,1.703195:56.349835,1.701102:56.347235,1.700746:56.341148,1.700625:56.33984,1.700452:56.337031,1.699797:56.332736,1.698379:56.327575,1.696321:56.322337,1.693196:56.320336,1.69219:56.318326,1.691395:56.315866,1.690706:56.295113,1.687175:56.291579,1.686772:56.280436,1.684606:56.273064,1.683628:56.24977,1.679687:56.217098,1.674515:56.198301,1.671342:56.194368,1.670477:56.191505,1.670168:56.170826,1.666713:56.164184,1.665774:56.131171,1.662368:56.066991,1.655387:56.061555,1.65492:55.93474,1.641448:55.899392,1.637836:55.878043,1.633979:55.867487,1.632261:55.832978,1.626073:55.762387,1.6137:55.752772,1.612149:55.731466,1.608291:55.600064,1.585299:55.525351,1.572292:55.488073,1.566006:55.458071,1.560648:55.436876,1.557101:55.429407,1.55577:55.428483,1.555483:55.425565,1.555156:55.420443,1.554302:55.404031,1.551336:55.393076,1.549569:55.387283,1.548423:55.335109,1.539634:55.310289,1.535248:55.301776,1.533908:55.269059,1.528011:55.264658,1.527471:55.261198,1.526718:55.245466,1.524237:55.235977,1.522523:55.235702,1.522607:55.235539,1.522456:55.231673,1.52176:55.213917,1.518867:55.186742,1.514007:55.176471,1.512332:55.171263,1.511666:55.168287,1.510973:55.165008,1.510551:55.156667,1.510267:55.153623,1.510004:55.128115,1.505726:55.11429,1.502095:55.10721,1.500786:55.100169,1.499133:55.094736,1.498156:55.083781,1.496648:55.069301,1.494143:55.062918,1.492806:55.057812,1.492153:55.002664,1.482854:54.995339,1.481814:54.975354,1.478292:54.97146,1.478143:54.96451,1.479041:54.962339,1.479014:54.959531,1.478691:54.946451,1.476485:54.941868,1.475569:54.936076,1.474706:54.931022,1.47361:54.923175,1.472562:54.899972,1.468644:54.895042,1.467563:54.872591,1.463734:54.867678,1.463205:54.844438,1.45933:54.841548,1.45862:54.839755,1.457925:54.833024,1.454685:54.828735,1.453561:54.717174,1.436366:54.691432,1.432613:54.589926,1.417076:54.585271,1.416815:54.568467,1.41675:54.563847,1.416899:54.558763,1.416695:54.525087,1.416553:54.509657,1.41665:54.431616,1.416229:54.400001,1.416271:54.164462,1.415477:54.160775,1.415026:54.157886,1.414245:54.155958,1.413508:54.147468,1.409462:54.144239,1.408305:54.140832,1.407632:54.137705,1.407541:54.122332,1.409764:54.118576,1.410773:54.114288,1.412855:54.099728,1.42256:54.096747,1.42439:54.093595,1.425844:54.09027,1.426814:54.074188,1.429319:53.990362,1.441573:53.939014,1.449259:53.933767,1.449941:53.931629,1.450025:53.8752,1.44998:53.871488,1.449369:53.865828,1.447578:53.863547,1.447136:53.849541,1.446151:53.847453,1.446176:53.845401,1.446478:53.84203,1.447333:53.832201,1.451243:53.829217,1.452109:53.782547,1.4632:53.77523,1.464768:53.772453,1.465042:53.766726,1.4652:53.758219,1.46528:53.724776,1.466147:53.720244,1.465806:53.714827,1.464414:53.712599,1.464025:53.703711,1.463824:53.701598,1.463638:53.699323,1.463205:53.69606,1.462168:53.668442,1.450725:53.66515,1.449639:53.654708,1.447454:53.644555,1.445061:53.513203,1.416051:53.500789,1.413454:53.498563,1.41325:53.490574,1.413142:53.48199,1.413239:53.46817,1.413059:53.405717,1.412925:53.401837,1.412403:53.394908,1.410051:53.393105,1.409625:53.391206,1.409448:53.336947,1.409251:53.333085,1.409837:53.329594,1.410924:53.325923,1.41273:53.322752,1.414842:53.320149,1.417097:53.317905,1.419425:53.308018,1.431266:53.306127,1.433109:53.302102,1.43623:53.25513,1.463425:53.252277,1.464756:53.250333,1.465399:53.24788,1.465949:53.245985,1.46619:53.234809,1.466242:53.215286,1.466053:53.207029,1.465776:53.199855,1.465839:53.17947,1.465626:53.153123,1.465202:53.105435,1.464813:53.098518,1.464589:53.090047,1.464646:53.063896,1.464224:53.057658,1.464281:53.03827,1.46404:53.028405,1.463803:53.0204,1.463865:53.009498,1.463631:53.002683,1.463681:52.993953,1.463436:52.985433,1.463451:52.909366,1.462584:52.906801,1.462405:52.874743,1.458363:52.866216,1.45756",https://www.gem.wiki/Shearwater_and_Elgin_Area_Line_Pipeline,,,operating
Shebelinka-Belgorod-Kursk-Bryansk Gas Pipeline,,gas_pipeline,,Gazprom [100.00%],"Russia, Ukraine",operating,196,13,,mill.Sm3/day,line,nan,nan,"49.400519,36.580724:49.556029,36.556966:49.987333,36.212759:50.21036,36.157417:50.671881,36.57205:51.498851,36.084739:51.739125,36.185789:52.689376,35.749795:52.967969,35.503047:53.23831,34.272935",https://www.gem.wiki/Shebelinka-Belgorod-Kursk-Bryansk_Gas_Pipeline,,,operating
Shebelinka-Dikanka-Kiev Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],Ukraine,operating,,,,,line,nan,nan,"49.45604,36.520685:49.82768,34.525097:50.435536,30.519139",https://www.gem.wiki/Shebelinka-Dikanka-Kiev_Gas_Pipeline,,,operating
Shebelinka-Dnipropetrovsk–Kryvyi Rih–Rozdilna-Izmail Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],Ukraine,operating,,24,,bcm/y,line,nan,nan,"49.451521,36.518795:48.467024,35.023742:47.913062,33.391281:46.85255,30.071849:45.346168,28.843848",https://www.gem.wiki/Shebelinka_Dnipropetrovsk_Kryvyi_Rih_Rozdilna_Izmail_Pipeline,,,operating
Shebelinka-Poltava-Kiev Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],Ukraine,operating,196,,,,line,nan,nan,"49.451689,36.517593:49.601894,34.540755:50.442514,30.530178",https://www.gem.wiki/Shebelinka-Poltava-Kiev_Gas_Pipeline,,,operating
Shebelinka–Slovyansk Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],Ukraine,operating,1969,,,,line,nan,nan,"49.5003664,36.0418607:49.1341582,36.2978016:48.9589541,37.1757689:48.8908192,37.296465:48.6377466,37.5709514:48.4489155,36.9071226:48.4197148,36.8779219",https://www.gem.wiki/Shebelinka%E2%80%93Slovyansk_Gas_Pipeline,,,operating
Shebelinka–Slovyansk Gas Pipeline,Shebelinka–Slovyansk Gas Pipeline reconstruction,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],Ukraine,operating,2,,,,line,nan,nan,"49.5003664,36.0418607:49.1341582,36.2978016:48.9589541,37.1757689:48.8908192,37.296465:48.6377466,37.5709514:48.4489155,36.9071226:48.4197148,36.8779219",https://www.gem.wiki/Shebelinka%E2%80%93Slovyansk_Gas_Pipeline,,,operating
Sivas-Ankara Pipeline,,gas_pipeline,,BOTAŞ [100.00%],Türkiye,operating,,,,,line,nan,nan,"39.934633,32.816583:39.619074,32.827665:39.523525,33.154183:39.496701,33.49563:39.282905,34.163972:39.029715,34.683983:38.860415,35.264461:38.954521,35.772378:39.329692,36.413322:39.637702,37.190126",https://www.gem.wiki/Sivas-Ankara_Pipeline,,,operating
Skanled Gas Pipeline,,gas_pipeline,,Petoro [37.08%]; E.ON [unknown %]; Neckarpi-Beteiligungsgesellschaft mbH [unknown %]; PGNiG [unknown %]; Zweckverband Oberschwäbische Elektrizitätswerke [unknown %]; other [unknown %],"Norway, Denmark, Sweden",cancelled,,7,,bcm/y,line,nan,nan,"59.2793063,5.5069285:58.2758733,11.4181145:57.2370613,12.1046795:55.6295482,9.1834975",https://www.gem.wiki/Skanled_Gas_Pipeline,,,cancelled
Skoczów-Komorowice-Oświęcim Gas Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,proposed,2,,,,line,nan,nan,"49.8026062,18.791131:49.8023403,18.8217595:49.8051431,18.8441821:49.8140187,18.8628676:49.8270986,18.8904287:49.8256971,18.9123842:49.8266314,18.9231283:49.8299014,18.9315368:49.8551268,18.9642364:49.8588639,18.9717106:49.8672724,19.0025417:49.8714766,19.0361756:49.8724109,19.0539268:49.876148,19.0693423:49.8826879,19.0898964:49.9051105,19.1207275:49.9233289,19.1403472:49.9303359,19.1482886:49.9401458,19.1651055:49.9480871,19.183791:49.9635027,19.1889295:49.9868596,19.1865938:50.0027422,19.1847253:50.0176906,19.1795868:50.025632,19.1800539:50.0321719,19.1861267:50.0363761,19.194068:50.0438503,19.2118193",https://www.gem.wiki/Skocz%C3%B3w-Komorowice-O%C5%9Bwi%C4%99cim_Gas_Pipeline,,,proposed_plus
Skopje-Kriva Palanka Gas Pipeline,,gas_pipeline,,MER JSC Skopje [100.00%],"North Macedonia, Bulgaria",operating,,,,,line,nan,nan,"42.22192097263757,22.481513022233585:42.22623553679213,22.378580307373273:42.187393845197924,22.298953112858698:42.1427683804489,22.00763410853707:42.17875911510765,21.80565293220741:42.15140802373227,21.698835963956142:41.98849677319975,21.646398543178247",https://www.gem.wiki/Skopje-Kyustendil_Gas_Pipeline,,,operating
Skopje-Tetolo-Gostivar Gas Pipeline,,gas_pipeline,,MER JSC Skopje [100.00%],North Macedonia,operating,2,,,,line,nan,nan,"41.996962416549515,21.42908711343607:42.00818805718756,21.320597127888718:41.98777632840448,21.30411763641317:41.97756800894202,21.256052452942825:41.97858891453773,21.18601461417175:41.96837912210392,21.129709684963633:41.98471400441573,21.034952608979243:41.97246323547006,20.958048315426687:41.93978299690264,20.93195578725707:41.94999737159298,20.927835914388183:41.87743987732689,20.885263894743023:41.80275252125274,20.900370095262275;41.98471400441573,21.034952608979243:42.00614717892807,20.97315451594594",https://www.gem.wiki/Skopje-Tetolo-Gostivar_Gas_Pipeline,,,operating
Skulte LNG Terminal Pipeline,,gas_pipeline,,Augstsprieguma Tikls [68.46%]; MM Capital Partners [29.06%]; other [2.48%],Latvia,proposed,,,,,line,nan,nan,"57.315,24.367:57.353,24.401:57.359,24.447:57.358,24.461:57.355,24.478:57.353,24.485:57.352,24.502:57.349,24.524:57.348,24.528:57.34,24.533:57.336,24.541:57.334,24.547:57.332,24.547:57.33,24.554:57.328,24.553:57.328,24.56:57.314,24.593:57.31,24.595:57.302,24.613:57.3,24.615:57.293,24.618:57.283,24.627:57.276,24.628:57.264,24.638:57.253,24.645:57.244,24.647:57.219,24.65:57.215,24.651:57.21,24.656:57.209,24.659:57.207,24.662:57.203,24.668:57.201,24.673:57.2,24.683:57.197,24.687:57.193,24.691:57.19,24.692:57.188,24.695:57.187,24.694:57.187,24.69:57.186,24.686:57.185,24.685:57.181,24.682:57.178,24.681:57.176,24.68:57.174,24.681:57.171,24.683:57.168,24.685:57.165,24.689",https://www.gem.wiki/Skulte_LNG_Terminal_Pipeline,,,proposed_plus
Slobodnica–Lucko Gas Pipeline,,gas_pipeline,,Plinacro [100.00%],Croatia,operating,,,,,line,nan,nan,"45.1566,17.9314:45.1683,17.8921:45.1679,17.8809:45.1641,17.8545:45.1572,17.8249:45.1537,17.7966:45.1506,17.7723:45.1522,17.7494:45.1575,17.728:45.1622,17.7128:45.1654,17.694:45.1666,17.6804:45.1729,17.6596:45.1849,17.6411:45.1902,17.6301:45.1924,17.603:45.196,17.5871:45.211,17.5505:45.2166,17.5214:45.2195,17.4989:45.2279,17.4773:45.2298,17.4473:45.227,17.377:45.2298,17.3188:45.2345,17.2851:45.2345,17.2626:45.2288,17.2372:45.2288,17.2185:45.2373,17.1988:45.2607,17.1678:45.272,17.1416:45.2823,17.1153:45.2935,17.0853:45.3001,17.0516:45.3114,16.9897:45.3207,16.9765:45.3273,16.955:45.3339,16.9381:45.3386,16.9231:45.3526,16.9128:45.3686,16.8949:45.3817,16.8696:45.422,16.8471:45.4445,16.8218:45.452,16.7965:45.452,16.774:45.4661,16.7552:45.4774,16.7299:45.4952,16.6783:45.5064,16.6605:45.5158,16.6558:45.6062,16.5894;45.6062,16.5895:45.6232,16.577:45.6356,16.5389:45.6535,16.4961:45.6738,16.4778:45.6802,16.4626:45.6852,16.4038:45.6885,16.3767:45.6995,16.3611:45.7349,16.3362:45.7482,16.311:45.7551,16.2793:45.7583,16.2471:45.7707,16.2103:45.7891,16.1745:45.7937,16.1571:45.7987,16.1341:45.7951,16.1295:45.7886,16.124:45.7794,16.1129:45.768,16.0941:45.7542,16.0743:45.7489,16.0634:45.7486,16.031:45.7523,16.0077:45.7541,15.9847:45.7513,15.9525:45.748,15.9299:45.7498,15.9149:45.7537,15.9053:45.757,15.8947:45.76,15.88",https://gem.wiki/Slobodnica–Lucko_Gas_Pipeline,,,operating
Slovakia-Hungary Interconnector Gas Pipeline,,gas_pipeline,,MOL Group [100.00%],Hungary,operating,2,4.5,,bcm/y,line,nan,nan,"47.3909,19.291:47.4824,19.422:47.5394,19.42:47.580961,19.360597:47.641016,19.363085:47.733213,19.363085:47.789951,19.34079:47.848765,19.304161:47.893632,19.336012:47.957661,19.382195:48.035455,19.404491:48.114196,19.388565:48.2023,19.461",https://www.gem.wiki/Slovakia-Hungary_Interconnector_Gas_Pipeline,yes,,operating
Snohvit–Melkoya Island Pipeline,,gas_pipeline,,Equinor [100.00%],Norway,operating,2,,,,line,nan,nan,"71.571335,21.226542:71.571457,21.228834:71.566795,21.247845:71.564064,21.26281:71.557541,21.3179:71.552536,21.349741:71.541214,21.40346:71.534912,21.439829:71.52993,21.463533:71.490921,21.690639:71.481575,21.736492:71.466133,21.823906:71.456543,21.870195:71.445946,21.941658:71.437988,21.984182:71.428833,22.020632:71.419876,22.074841:71.393005,22.214485:71.384048,22.270168:71.380791,22.286104:71.376381,22.30088:71.327682,22.432482:71.306076,22.493746:71.295448,22.520517:71.242798,22.661739:71.227463,22.718721:71.213188,22.75593:71.190704,22.825274:71.162834,22.937222:71.157326,22.954863:71.151436,22.967709:71.135185,22.994871:71.118294,23.01796:71.103821,23.039963:71.074364,23.077864:71.038979,23.128738:71.028587,23.136791:71.023712,23.138996:70.998444,23.139057:70.99469,23.139956:70.970871,23.158396:70.965027,23.166323:70.961761,23.174015:70.954506,23.196238:70.937706,23.269974:70.935883,23.285099:70.92791,23.391754:70.925316,23.407795:70.921532,23.420946:70.917709,23.429333:70.908272,23.442907:70.89225,23.458544:70.8601,23.500267:70.837418,23.523705:70.834137,23.528116:70.830139,23.536629:70.822487,23.55965:70.801132,23.614294:70.792427,23.633018:70.787384,23.641287:70.780228,23.647795:70.768883,23.65122:70.764252,23.649971:70.759804,23.644989:70.752022,23.629253:70.74263,23.598688:70.731323,23.566713:70.717331,23.52907:70.715691,23.526037:70.714294,23.525021:70.712502,23.525324:70.701157,23.535883:70.696884,23.542433:70.693642,23.551987:70.689034,23.574324:70.684807,23.589659",https://www.gem.wiki/Snohvit%E2%80%93Melkoya_Island_Pipeline,,,operating
Sofia-Sidirokastro Gas Pipeline,,gas_pipeline,,Bulgarian Energy Holding [unknown %]; Copelouzos Group [unknown %]; Enagás [unknown %]; Fluxys [unknown %]; Government of Greece [unknown %]; Snam [unknown %],"Bulgaria, Greece",proposed,2,,,,line,nan,nan,"42.680479854499126,23.281636400118447:40.62119736435749,22.939822112891246",https://www.gem.wiki/Sofia-Thessaloniki_Gas_Pipeline,,,proposed_plus
Solothurn-Zurich Gas Pipeline,,gas_pipeline,,Erdgas Ostschweitz AG [100.00%],Switzerland,operating,,,,,line,nan,nan,"47.134289,7.44636:47.10503,7.4804:47.10381,7.568188:47.189106,7.695392:47.198845,7.767056:47.231703,7.836928:47.271834,7.964131:47.28885,8.055503:47.316793,8.109251:47.352005,8.152249:47.353219,8.266911:47.399322,8.419197:47.415084,8.480111",https://www.gem.wiki/Solothurn-Zurich_Gas_Pipeline,,,operating
South Caucasus Gas Pipeline,,gas_pipeline,,BP [29.99%]; PJSC Lukoil [19.99%]; TPAO [19.00%]; SOCAR [14.35%]; NIOC [10.00%]; SGC [6.67%],"Azerbaijan, Georgia, Türkiye",operating,2,7.41,,bcm/y,line,nan,nan,"40.4049969,49.8277824:41.7303541,44.7814634:42.058055,43.8919064:41.970341,43.4925734:41.6397,42.8279",https://www.gem.wiki/South_Caucasus_Gas_Pipeline,,,operating
South German Gas Pipeline,,gas_pipeline,,Energie Baden-Württemberg AG [100.00%],Germany,proposed,2,,,,line,nan,nan,"49.59455341859869,8.463994478348951:49.39845163039972,8.734887924365882:49.358179900640145,8.867670410990854:49.3386200892127,9.068604811371966:49.22411476703201,9.103248673506638:49.13503911291432,9.181774761011898:48.98039738855188,9.118138318266988:48.83108563039286,9.339440158687612:48.73382803321872,9.312250385839993:48.688179192212345,9.429425896019263:48.693307362592996,9.817851222413813:48.71381482143762,9.87223076810905:48.67407403056083,10.03536940519476:48.730537822284354,10.253510114078953:48.697011657002356,10.507565103066565:48.71072960675989,10.609187098661605",https://www.gem.wiki/South_German_Gas_Pipeline,,,proposed_plus
South Natural Gas Pipeline,,gas_pipeline,,BOTAŞ [100.00%],Türkiye,operating,2,,,,line,nan,nan,"39.746,37.005:39.655,37.001:39.41,37.023:39.285,37.224:39.183,37.389:39.122,37.531:38.967,37.648:38.871,37.667:38.596,37.957:38.567,37.981:38.554,38.04:38.506,38.048:38.404,37.997:38.222,37.898:38.067,37.897:37.983,37.965:37.905,37.881:37.844,37.701:37.726,37.495:37.558,37.242:37.523,37.079:37.415,36.882:37.389,36.835:37.38,36.768:37.322,36.695:37.311,36.591:37.247,36.486:37.235,36.282:37.139,36.157:37.075,35.988:37.039,35.924:37.01,35.517:36.984,35.3:36.934,35.053:36.81,34.65",https://www.gem.wiki/South_Natural_Gas_Pipeline,,,operating
South Stream Gas Pipeline,,gas_pipeline,,Agence des participations de l'État [unknown %]; BASF [unknown %]; Eni S.p.A. [unknown %]; Gazprom [unknown %],"Russia, Bulgaria, Serbia, Hungary, Croatia, Slovakia, Slovenia, Austria, Greece, Italy",cancelled,,63,,bcm/y,line,nan,nan,"45.855134,41.5968275:44.075309,39.0589425:43.2247774,27.8638314:43.2168004,24.5569034:40.6761007,22.9638424:40.5927587,22.4968804:40.077759,22.5023304:39.5757733,20.1786794:40.6303817,17.9099594;43.2168004,24.5569034:43.877749,22.3970115:44.6917726,20.8863485:46.0920019,19.4965345;46.0920019,19.4965345:48.0594858,17.0729705;46.0920019,19.4965345:46.8261275,17.8815015:46.1377538,14.5086555:46.6718636,13.6351995",https://www.gem.wiki/South_Stream_Gas_Pipeline,,,cancelled
South Wales Gas Pipeline,,gas_pipeline,,"GasT TopCo [100.00%]; Allianz [unknown %]; BT Pension Scheme [unknown %]; China Investment Co., Ltd. [unknown %]; Macquarie Group Limited [unknown %]; Qatar Investment Authority [unknown %]",United Kingdom,operating,2,21.2,,bcm/y,line,nan,nan,"51.7145091,-5.0601385:51.9527502,-2.2515105",https://www.gem.wiki/South_Wales_Gas_Pipeline,,,operating
Soyuz Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%]; Gazprom [unknown %]; Samruk-Kazyna SWF JSC [unknown %],"Russia, Ukraine, Kazakhstan",mothballed,198,25.2,,bcm/y,line,nan,nan,"51.029,55.065:51.243895,51.402264:50.14330987,48.634673:49.749777,43.667534:49.91504,40.189737:49.528643,39.151228:49.111038,33.441212:48.971188,23.979788:48.622807,22.293489",https://www.gem.wiki/Soyuz_Gas_Pipeline,,,mothballed_plus
Spain-Portugal Interconnector Gas Pipeline,,gas_pipeline,,Enagás [100.00%],Spain,cancelled,,,,,line,nan,nan,"41.50329,-5.74694:41.741776,-6.559922",https://www.gem.wiki/Spain-Portugal_Interconnector_Gas_Pipeline,,,cancelled
Spijk–Emden Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],Germany,operating,,,,,line,nan,nan,"53.39,6.831:53.3422,7.2062",https://gem.wiki/Spijk–Emden_Gas_Pipeline,,,operating
Stalowa Wola-Pogorska Wola Gas Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,operating,,,,,line,nan,nan,"50.589802,22.050288:50.624459,22.002228:50.642357,21.930676:50.65322,21.81579:50.654498,21.741215:50.641079,21.684779:50.630213,21.58501:50.630852,21.489271:50.634048,21.380432:50.627656,21.283686:50.584164,21.160737:50.523977,21.043836:50.46243,20.997478:50.427775,20.945074:50.376387,20.904763:50.33009,20.878561:50.285036,20.886623:50.256694,20.922903:50.224467,20.932981:50.191346,20.953436:50.075087,21.060326:50.042577,21.090307:50.014402,21.124623",https://www.gem.wiki/Stalowa_Wola-Pogorska_Wola_Gas_Pipeline,,,operating
Statpipe Gas Pipeline,,gas_pipeline,,HitecVision [23.48%]; Allianz [unknown %]; ConocoPhillips [unknown %]; Engie [unknown %]; Equinor [unknown %]; Partners Group [unknown %]; Petoro [unknown %]; Public Sector Pensions Investment Board [unknown %]; RWE AG [unknown %]; Tallyman AS [unknown %]; Ørsted AS [unknown %],Norway,operating,1985,18.9,,bcm/y,line,nan,nan,"60.560875,2.896863:60.561434,2.898471:60.565728,2.898303:60.770344,2.8859:60.773211,2.886519:60.776669,2.888944:60.782628,2.8965:60.782705,2.897858;61.18583,1.845936:61.174019,1.856183:61.169219,1.861911:61.164275,1.86955:61.159308,1.880192:61.133844,1.945958:61.123869,1.965717:61.054583,2.092714:60.882856,2.40225:60.798233,2.553228:60.669156,2.780772:60.661772,2.790772:60.533583,2.926136:60.401692,3.151214:60.397631,3.160239:60.394278,3.170475:60.389681,3.191911:60.377239,3.356297:60.373978,3.372719:60.367797,3.386831:60.3524,3.410358:60.333925,3.440714:60.329208,3.446467:60.314417,3.461378:60.287997,3.492144:60.269633,3.511842:60.247106,3.546042:60.233911,3.564158:60.22095,3.579617:60.216825,3.587003:60.205742,3.611611:60.172747,3.661564:60.160869,3.682244:60.139108,3.712106:60.111581,3.755878:60.085122,3.791806:60.068325,3.828119:60.063811,3.836178:60.028794,3.884025:60.0131,3.911589:59.887128,4.102078:59.869061,4.125161:59.828783,4.184858:59.809689,4.210731:59.793375,4.238436:59.758397,4.290758:59.739811,4.321242:59.719497,4.349428:59.676656,4.413844:59.648642,4.468919:59.644439,4.475906:59.638347,4.483386:59.590119,4.531808:59.583003,4.539819:59.575625,4.552244:59.553142,4.604681:59.545433,4.616617:59.524722,4.638994:59.497536,4.674481:59.490703,4.680044:59.463842,4.695711:59.455989,4.703647:59.449619,4.713303:59.343544,4.940331:59.339028,4.951583:59.335897,4.962697:59.333708,4.973769:59.331039,4.996858:59.327433,5.032597:59.326922,5.045692:59.328267,5.066981:59.336478,5.117294:59.337589,5.128961:59.337381,5.147206:59.333744,5.174244:59.333397,5.195147;59.574161,2.228806:59.574061,2.230601:59.572314,2.2329:59.563933,2.241528:59.556342,2.245889:59.550972,2.247322:59.541458,2.246492:59.502303,2.232144:59.493822,2.2314:59.4088,2.239392:59.334725,2.247303:59.164308,2.260275:58.842139,2.333206:58.3975,2.431083:58.203178,2.472839:58.195581,2.473492:58.18937,2.473414:58.188777,2.472667;59.333397,5.195147:59.3336,5.173636:59.337269,5.145789:59.336881,5.126194:59.335114,5.113922:59.332225,5.102508:59.328986,5.093961:59.324678,5.085853:59.264092,5.012747:59.244947,4.984942:59.212108,4.945553:59.204036,4.938647:59.156778,4.910906:59.151481,4.905928:59.146436,4.899589:59.138994,4.885558:59.031372,4.591964:58.894964,4.224183:58.862244,4.121478:58.856589,4.108703:58.838583,4.077625:58.833683,4.066208:58.791556,3.938583:58.768642,3.883189:58.76495,3.872661:58.761261,3.858931:58.752444,3.814403:58.743672,3.7865:58.731142,3.76145:58.721308,3.735044:58.716394,3.725561:58.7114,3.719217:58.690786,3.698831:58.685367,3.692553:58.636117,3.621928:58.628408,3.607731:58.547528,3.377222:58.412625,3.037992:58.312183,2.751103:58.255172,2.5911:58.247981,2.575658:58.191861,2.479506:58.188778,2.472667;58.188777,2.472667:58.188417,2.473661:58.161355,2.474147:57.745225,2.479069:57.737091,2.480436:57.582513,2.552469:57.42855,2.623061:57.253655,2.702872:57.00638,2.814061:56.999127,2.818775:56.994238,2.823519:56.842716,2.999711:56.768583,3.071144:56.758141,3.077808:56.594458,3.164086:56.586255,3.1704:56.584183,3.172647:56.583836,3.229691:56.581898,3.239629:56.578396,3.247726:56.572876,3.254246:56.490369,3.330503;60.542558,3.046797:60.543179,3.046381:60.543819,3.009877:60.560633,2.898055;61.206911,1.830636:61.206478,1.828028:61.18583,1.845936",https://www.gem.wiki/Statpipe_Gas_Pipeline,,,operating
